income,debt_ratio,credit_utilization,age,open_credit_lines,late_payments,real_estate_loans,dependents,default
-0.855383528,0.284895428,-0.390636531,1.087760729,1.844128031,6.103168413,3.633607859,3.425904383,0
-1.208541289,-0.580263432,0.713172365,3.444256714,-0.132438371,0.377810656,-2.105512477,2.592620993,1
1.128035338,-1.211510558,-0.346709533,0.040963824,0.773143284,1.185066414,1.659984375,0.971991181,0
0.641225494,-0.985717468,-1.868001887,0.925845332,1.305212941,1.701811935,1.267050275,1.456123595,0
2.709346343,-0.832277733,0.991750345,-2.932515617,0.199550397,2.609025673,3.619343976,0.899405124,0
-1.457789128,-1.608341875,0.514671554,5.216110153,2.046937366,-1.247729038,-2.227083597,1.11439173,0
-1.89132583,-2.350081173,0.163431761,3.540630628,-2.924345345,-7.298062798,-4.341477187,-1.65510864,0
2.582673446,0.835513306,-0.749079217,-2.153956435,1.792261867,4.396406843,1.800288944,1.99044471,0
-0.810557829,0.56322871,0.041096382,-2.095306525,-1.142733741,0.419400761,2.589444386,-1.403526179,1
-4.46602031,0.573922759,0.225258453,6.239422904,2.358042098,3.435767241,-0.629061381,3.258781269,1
-2.156471817,0.05791388,1.100663945,2.913766492,-0.157954525,0.042332542,-1.446088349,1.233521637,1
1.330176855,-1.33552426,0.118679084,0.970884747,2.771815376,-0.052912028,0.72486005,-0.358918737,1
0.357785513,-1.221252839,1.579089456,0.333498268,0.454276495,-2.589032486,-0.09071983,-1.830671917,1
-1.896965587,-1.224718005,-0.444433293,6.447885954,2.566868563,2.345428495,-1.667893323,4.21277148,1
3.114118982,1.519462654,-3.582062607,-3.777332915,1.791644687,6.134151282,3.213534597,2.239282414,0
0.784161321,-0.816901281,-0.292075302,1.955370336,2.283642986,0.978698864,-0.49658275,1.354721024,1
0.311860509,-0.076206646,0.326044376,1.249988574,-0.629111725,1.224819452,-1.646550901,2.775928094,1
-3.343373889,-2.288706607,0.486171241,7.497423521,0.566936493,-1.135756096,-2.592270126,2.831622335,1
0.239707978,4.808053897,-1.573914212,-7.320114374,-2.160475473,3.404937607,2.468921477,-1.829943288,1
-1.032701549,0.049784206,0.534543613,1.251081362,1.35111684,0.295148775,0.421480534,-0.399633215,1
-1.258607585,-1.720666157,-0.890377058,1.961665375,-1.291788669,-2.000903968,-0.074776232,0.048310831,0
-0.616338842,-1.091984216,0.849142606,0.624508466,0.796335887,3.445119013,4.185036095,1.761924026,0
-0.712343091,-2.742899967,-0.333945596,1.676057856,-0.644085649,-3.360206067,0.929171521,-1.448583985,0
0.526772876,-2.857109742,1.120848444,1.510187378,-0.254273998,-2.240801307,0.631104101,-0.126577449,0
-1.337484298,-1.24660401,0.601257962,1.200950547,-2.990167216,-2.185737834,-0.771754118,0.472060731,0
0.573321985,3.207269388,-1.219185828,-5.003519769,-0.678930287,2.005333557,1.557961261,-1.758647862,1
-1.45053834,-1.861376466,-0.702657745,4.717624318,3.273147223,-0.446455323,0.023044912,0.258018168,1
-0.532714218,-0.154955696,-1.256647251,0.169270961,-1.167496742,1.222072609,0.758651597,1.441010161,0
0.165206671,-2.580045708,0.62014878,2.751969132,0.508212233,-1.601462203,-0.303688214,0.728875652,0
0.177128236,1.471080295,1.338027163,-2.734853993,0.218843721,1.038319248,1.796129283,-1.604511476,1
-2.804991007,-0.521877276,-1.498368985,5.938427836,-0.725238609,1.831449073,-3.117079437,5.201939529,1
-0.692164583,-1.610470978,-0.566631925,3.328569338,1.650153067,-1.368269236,-0.876080493,0.119157233,1
2.279634602,0.76210578,-0.524359956,-1.525285367,1.905661414,0.003832098,-1.018802375,-0.890040654,1
1.566751439,-1.809848533,0.256079879,-0.170405851,0.047840992,-0.770828486,0.876635712,0.133235745,0
-2.054491124,-2.651791223,1.851054177,2.975237789,-1.769603636,-3.241096845,0.130229907,-0.339396029,0
-0.980123214,-0.561700745,-1.036364884,2.725157356,-0.250329849,-0.6139611,-2.067395568,1.465365854,1
0.487396877,-1.151847424,1.229755131,1.401313365,1.239891302,1.332269897,0.836710847,1.539798687,0
-0.699502634,-2.160953073,1.572306256,1.150990378,0.53194272,0.707597369,3.647354879,0.219127277,0
2.643523953,-1.172581989,0.040614087,-2.109359809,0.160635687,2.842456086,3.250192022,1.764068109,0
-1.495879129,-2.023818699,-2.173768904,1.684103187,-3.436979766,-4.627032399,-1.577286739,-0.766384204,0
-0.956122572,-2.843924797,-0.108687717,4.511135712,0.869519824,-3.749211213,-1.896500194,-0.335224182,1
2.208717834,-1.023234127,-0.300872045,-0.912199257,0.878860398,2.026637139,1.826024688,1.483268854,0
4.031797954,1.810044954,0.061908104,-4.173009522,2.919984863,2.589814497,0.693510471,-0.716647142,1
-1.511047562,-0.418740176,-0.676333151,1.752366102,-0.641415969,1.880057083,0.929692073,2.208430075,0
1.348529088,-0.423805084,0.793349324,0.341911932,1.91294674,-0.270908411,-0.569209885,-0.284712766,1
0.521450168,0.406066943,-0.050463047,1.180697369,2.387438108,1.29139454,-0.915646385,0.79696348,0
1.460820027,-0.11126772,-1.203938131,-0.767402864,1.501505622,3.861916742,2.440142668,2.06417091,0
-1.205398587,-1.523865021,-1.223138814,5.074592638,1.611387807,-0.431578472,-2.269206017,2.103055425,1
-4.080245985,-0.700184542,-0.482341575,6.549597149,3.203624159,0.98840346,-0.334977838,1.229905841,1
1.096521127,-1.65612921,-0.134381068,0.007827231,2.118377915,-4.014040972,0.2596429,-3.88928419,1
-1.619572617,-1.990649536,0.783967651,5.755332652,2.254702243,-1.280604161,-2.025524672,1.248237572,1
1.085741162,-0.522650249,0.672519698,-1.213433288,0.893419896,1.750078429,2.679545629,0.188939666,0
-1.191698558,-0.151481171,-0.731324607,2.284556469,0.713464712,0.535948376,-0.683540371,1.068112237,1
-0.303556889,-0.513363928,1.770705651,0.562249087,-0.534212933,0.207949901,0.297187935,0.735707852,0
-0.173668901,-0.350717155,1.274977382,1.397983582,1.638368651,1.402082181,0.593941135,0.927184791,0
-2.647665045,0.578527201,-1.651609597,2.000814285,-0.72662598,-0.807420899,-1.238462043,-0.118918344,1
-1.389880875,-1.606445798,0.895205235,4.705105259,1.225602914,0.452517254,-1.089977361,2.500943584,1
-0.618062885,-2.619235027,0.00563583,4.202432884,1.754832926,-2.030792107,-0.800259219,0.260873005,1
0.629745206,1.123194708,0.460054341,0.620326797,2.757445649,3.17506731,-0.200781532,1.566481219,0
2.893170071,1.621293607,0.289022051,-4.05676203,0.947089744,3.133677252,1.517845937,0.290788456,1
0.192324712,-0.728080251,-1.656380527,-0.226299302,-0.115144076,0.851223202,1.721547752,0.481904916,0
-0.029020176,-0.451392028,2.339128952,1.707143534,1.497338492,0.417177271,-0.492598996,0.718681155,0
-1.467095934,0.590263455,-0.593761556,1.294585632,-2.777036027,0.077533222,-2.418166886,2.295746448,0
1.845072882,0.36017757,-1.411255005,-0.858337467,2.570354443,0.168299401,-0.245699473,-1.051661144,1
1.553835854,0.782968889,-0.477852396,-0.881057568,3.399132781,0.73258772,0.228566041,-1.427965882,1
0.663061707,2.992847517,-0.7812725,-4.524561108,-0.164975314,1.102321684,0.909635672,-2.295888611,1
0.262211915,-0.315628704,-1.181523162,0.527269451,2.706922601,0.533570403,1.280272503,-0.963783269,1
0.582608915,0.473176568,0.284056571,0.513190294,2.289993512,3.406501577,0.97755021,1.803712523,0
-3.668565777,-0.855855683,0.354873803,4.14583812,2.337167549,-1.679214675,0.717614212,-2.052084656,1
0.05723411,-2.104517605,0.115442636,-0.104205636,-1.609789515,-3.008852009,1.000104002,-1.449250777,0
1.077324913,3.093761731,0.110723434,-6.878325442,-1.949243398,2.597356421,3.336127303,-1.819094583,1
3.238871816,-1.56323306,-1.34005689,0.164218457,1.184216371,-0.680916445,-1.451340826,1.068569408,1
0.006284411,-2.014225309,-0.744756955,2.036153801,0.57337995,-0.270817958,0.7354221,0.933547933,0
1.097401795,-0.781390239,0.179070531,0.054343036,0.997265885,1.704102357,1.377285167,1.25419496,0
-0.218117511,-0.892643796,1.772691661,3.033697412,1.729373446,0.538880957,-1.144660746,1.667951196,1
-1.062455966,-1.839271835,-1.250073518,1.474421043,-0.67198111,-0.565268653,1.718958912,0.282792148,0
-2.137341051,-2.098629793,-0.056055566,1.92514924,-3.491572721,-2.804425225,0.049218477,0.28143037,0
1.041725472,-1.279973019,-1.07821817,2.547311495,4.062525068,-0.849962317,-0.923567838,-0.586371188,1
0.939650433,0.340623385,0.648943606,-2.289539128,0.863896044,1.016236074,2.461181002,-1.289177315,1
3.670451819,-0.388081059,2.437242576,-4.139829311,0.441974487,4.501426108,4.537229059,1.774167611,0
3.071369986,-0.96219144,0.76447822,-3.51958259,-0.365934141,2.228746321,3.656978281,0.743525888,0
0.152993363,-0.70447077,-0.53555708,-0.594459251,-0.179526824,1.821798297,2.763066417,0.84356869,0
-2.124569794,-0.662970057,0.971421865,3.909143515,1.543262194,0.419527648,-0.485561145,1.082872924,1
-0.760501076,-1.270832865,-1.181286807,1.084113216,-2.425030805,-3.357227386,-1.663062542,-0.438998816,0
0.967683348,2.297374657,-2.254610878,-2.856787306,1.106103794,1.166800521,0.129693023,-1.483385141,1
-1.836613525,-0.363608723,-0.133512123,1.215274536,-2.727456399,0.943656828,0.297509907,2.312431874,0
0.704504348,-2.056357035,0.435078338,1.004229152,0.479850855,-0.531649437,1.143290069,0.37424443,0
1.153123349,-2.117854828,2.114414834,0.001072659,-0.045789035,0.2405113,2.21501082,0.697091939,0
0.940302907,-2.181522292,0.676478669,0.681619703,-0.025089026,-0.668149537,1.141322896,0.502265943,0
-1.199622737,-1.955473909,0.966544251,1.075656361,-2.110852876,-1.360879131,1.384977331,0.258622263,0
-3.140961174,-1.176968415,3.240139149,4.604779772,1.255988279,-2.035479891,-0.854619504,-0.71159836,1
1.572867239,1.488057739,-2.604346935,-2.556873868,1.302189187,1.037064354,0.343181492,-1.113800932,1
1.307675479,-1.950084422,0.435664566,0.214322028,0.526746791,1.128798214,2.267991743,1.273084853,0
0.478919004,-3.025382292,-0.821484857,2.376623558,0.176426761,-2.49132357,-0.127864042,0.136267963,0
-1.683521126,-1.733653855,-1.71813749,2.017391625,-1.2158644,-0.173047868,1.503481914,1.011337873,0
0.255747893,0.197803615,3.089889608,-0.234320809,0.165439255,1.518086029,0.628141537,0.984121867,0
1.095041244,-1.023487038,-0.424899089,-0.146224312,0.418828757,-0.158446526,0.675470304,0.104101674,0
-3.771355152,-0.227743891,0.305598127,4.474610686,0.083451924,0.344388397,-0.758348749,1.421217723,1
0.51528613,-0.910624736,0.995893416,2.424121367,1.410674511,0.290356638,-1.525400284,1.722564519,1
-0.585964681,-0.218182067,-0.039236474,2.069351816,1.741568031,-0.032095971,-0.799643039,0.167046428,0
3.747259698,0.414485805,0.39164024,-3.774932669,0.912463902,4.52979785,2.857559017,2.023200571,0
0.107747073,0.859424063,1.183920484,-0.8997477,-1.371698226,0.176591608,-1.003575771,0.535682605,1
-1.318835405,-0.870808975,-0.897254927,3.769209489,0.59859938,-0.799817689,-2.193976984,1.375088607,1
0.698869143,3.70771253,0.967272975,-6.817850126,-1.758130389,1.380796002,2.10663898,-2.950068935,1
-2.304831777,-1.220021369,0.725516139,2.511307439,-1.500973001,0.874177813,1.187654542,2.053620934,0
1.07575904,2.931343734,-0.884289003,-3.697243057,1.440285186,2.062713462,0.785956391,-1.68061433,1
0.944295775,1.602553857,1.799251046,-1.519722525,2.179620501,1.43858676,0.23394919,-0.956801545,1
1.883372808,-0.394081866,-1.217480187,-0.833457038,2.444791464,1.219537745,1.477676101,-0.306118423,1
0.252159154,-0.232003375,1.581463723,1.118358063,1.705575192,1.579410965,0.376989726,1.100680904,0
-2.259527526,-0.687448569,-0.678152461,4.36646085,1.641399651,-0.170140327,-1.189354634,0.914959647,1
1.23329563,3.373908738,1.975735868,-4.336204826,1.171120906,3.151496714,1.19831439,-1.100438583,1
-1.456949283,-0.17746609,-0.345666375,1.031294538,-1.724467309,1.917200205,0.870846225,2.43389097,0
-0.867816263,-0.900275441,-0.264321489,1.315830015,-1.1965922,-1.154839826,-0.524659233,0.443027372,0
1.387248863,-3.356626289,-0.026751246,0.354194441,-1.201066599,-2.751993214,1.157425823,-0.318152334,0
0.975009642,-0.590958629,-0.394155771,0.682620933,1.436737474,1.040526322,0.205478712,0.999705154,0
-2.843077992,-1.434037733,0.498604818,3.906342086,1.273426157,-2.24412176,0.056393509,-1.35912502,1
1.227394396,3.184258239,1.036157261,-4.497379,0.092018797,2.459941621,0.751790325,-0.997310046,1
2.487496328,0.469987525,-0.868846078,0.415549102,1.095351449,4.502115971,-1.346278528,4.898836483,1
2.53322533,-1.039296608,-1.12526489,-0.493018181,1.921116189,-0.680688793,-0.115731065,-0.564223924,1
-5.777263447,-1.609434314,0.1343281,5.915423106,-1.514830975,-5.146619864,-1.905420815,-1.831113019,1
0.830380755,-0.181008932,-1.904935777,-1.355272195,0.063491884,1.838092793,2.213877612,0.593549297,0
0.022084039,-1.494411721,-0.141620983,0.315252028,-0.24977678,-0.914709964,1.393291527,-0.454741117,0
-1.082722071,-2.34905842,1.456328472,3.227980158,0.839759717,0.679329376,1.732549807,1.622667541,0
-0.235000403,3.088122648,0.297039471,-3.102955697,0.496722632,0.561370799,-0.016975124,-2.50422722,1
3.86239664,-0.330320789,-0.735072984,-4.447649066,-0.015637606,2.565090335,3.254941852,0.595697247,0
-0.275244234,-0.438901819,0.398448046,3.366096913,-0.015871226,1.182239248,-2.899224386,3.782670522,1
1.33358101,-0.738031116,-0.718038813,-0.08498882,2.044221275,0.194191516,0.911322909,-0.535088109,1
-1.626300176,-1.802398683,-1.24574245,1.853368503,-2.441290135,-2.4301694,-0.203887246,0.174507905,0
1.862661511,0.263780405,0.520501883,-0.932705939,1.507572223,1.984532821,0.449160533,0.955348587,0
0.662335752,-2.061472995,0.822717375,1.728385754,0.834783999,0.415612087,0.944282665,1.451319677,0
1.296498174,-0.229099494,0.798059873,-1.035585006,0.991812004,2.621333169,2.224087378,1.13927417,1
-0.594571355,-0.630304789,-1.929780232,0.154899001,-0.752409014,1.882152614,2.269527299,1.446727436,0
1.079545919,0.431374026,-0.842905564,-1.997224597,0.424517454,3.858428934,3.112322365,1.480413753,0
-0.101926889,-0.74913241,1.834202036,0.470864826,0.278592669,0.990998329,1.466214756,0.721613447,0
1.077165928,-1.713477243,-0.503462344,0.457538641,0.100785537,-1.871072862,-0.133462809,-0.461782011,0
-1.430314155,-0.405458229,-0.466745811,1.450863854,-1.442444895,0.852015649,0.186002419,1.841428733,0
-1.425532014,-1.609561622,1.538330439,4.49583479,1.258341337,-1.031083659,-1.583085698,1.184798051,1
0.291172965,3.684519956,-0.355116565,-5.084620203,-0.790164915,1.769744604,1.027452727,-2.051382055,1
-1.495776485,-0.816987056,0.094279294,3.948535084,1.625285666,1.444959556,-0.447587451,2.265632068,1
0.895535646,1.315907691,0.683709537,-2.514599947,0.655141551,0.345764415,0.682039135,-1.667404681,1
0.501425566,0.736345824,-0.278883637,-0.087193064,-0.247407049,2.212448676,-0.628702254,2.233577522,1
2.070870197,0.081088274,1.999239696,0.005177931,4.118977058,2.236153712,0.79037303,0.238801553,1
2.093578031,-0.13241907,1.438826379,-1.694124344,1.13652312,2.06314988,1.716414705,0.657592871,0
-0.223772355,-1.223249639,-1.062507576,1.816067324,0.994890673,-0.277992167,0.228946286,0.383281691,1
-0.299593794,-1.555033727,-1.268143652,3.355289437,3.054564721,-0.56503106,-0.264854691,0.008614747,1
0.672548311,0.431541209,0.412980566,0.353593124,2.427180928,-0.58324278,-1.060264858,-1.242671932,1
0.275129234,0.764737468,-1.989815519,0.928916444,1.16647919,3.573648565,-0.227041468,2.96549324,1
0.784496434,-3.659392697,1.000129336,1.034235694,-0.797573439,-0.757922933,2.86467891,0.920600244,0
0.676681599,-1.432964551,-0.48227221,-0.006716993,-0.09118687,-1.758365681,0.504547728,-0.948708166,1
0.806067418,0.22653733,0.66256255,0.361691049,0.477944281,1.15191703,-0.983748139,1.510322793,1
0.293085571,0.244739504,0.175174949,0.773471817,1.934905884,2.845157517,0.852049084,1.635904825,0
0.403070123,2.078969913,0.686875223,-2.258036217,1.417455582,2.214093823,1.163658112,-0.884570664,1
1.697528902,-1.038494175,-0.995296694,-0.703404977,0.54184,0.323101735,1.048957614,0.301436721,0
-1.837830736,-0.434125889,0.038498486,1.671728158,-2.316824437,0.589501349,-0.188885729,2.179211206,0
1.132372077,1.676706198,-1.14885141,-0.314889651,3.08403678,5.438889955,1.000536856,2.56194265,0
-0.409193941,-0.592987655,-0.686936418,2.283428453,1.851083685,1.682413974,0.356375574,1.583823022,0
-0.33683675,-0.893145865,-0.075413181,3.151646675,1.022338824,-0.228375691,-1.989544417,1.658913191,1
2.440478347,-2.470083243,0.826249423,1.388920167,3.627414238,-0.759451471,0.715284176,-0.437616287,1
-3.729160692,-1.06840375,0.453163604,6.049602377,0.770035248,0.67495323,-1.002512152,2.526746574,1
0.548132728,-1.501619009,-0.658409935,1.766836649,1.014242101,-0.496380533,-0.331981343,0.726102676,0
-1.242678198,-2.660669179,0.483324827,3.794594749,0.742051947,-1.624567548,0.300726292,0.398924533,0
0.831812117,-0.036457623,-0.546986083,1.620330504,2.283316079,1.816398361,-0.929783138,1.829939992,0
0.250817183,-0.142923845,1.74615378,1.516838806,0.857987792,1.863046806,-0.632000654,2.329200929,1
-1.847663464,-0.215913754,1.227799988,3.842075473,2.402114269,1.331945895,-0.498683726,1.350364368,1
1.265136469,2.433686872,-0.697616451,-3.675825831,0.275819033,0.443901739,-0.222444544,-1.9092639,1
0.955496767,-0.058476361,1.698290392,-0.530416523,1.337412861,0.52248412,0.658657109,-0.370318156,1
-0.402605715,-0.059956841,-1.839401584,-0.475199081,0.582653618,-0.225078396,1.467404114,-1.382036174,1
2.702448793,3.101479768,-0.233705012,-4.50799937,1.471447221,2.557241358,-0.151517017,-0.792722905,1
-0.609899577,-1.276980233,-1.435355916,3.987193876,0.626352906,-0.126271418,-2.312149483,2.530332659,1
1.159926309,-1.693740252,0.183799373,0.960840206,1.914748051,0.379227745,1.331789316,0.363853878,1
-0.986671636,-1.769477575,-2.338172454,1.125308476,-0.076094351,1.116272699,3.284835313,0.785813638,0
0.905212046,0.303138351,-1.979205859,-1.547248697,0.582394542,0.184723017,0.906554464,-0.99839043,1
1.9164842,-3.614450496,-0.999006233,-0.111309146,-0.952977962,-0.775585524,2.835011893,0.836588184,0
-0.544131054,-1.032085932,-2.019406129,1.828304893,-0.086489059,-1.971504888,-1.275947984,-0.236134675,0
2.616582374,-1.300249679,-0.414389792,0.931853975,4.575373254,1.287021616,0.851573105,0.267829837,1
2.215253385,-2.549498707,1.388200939,-1.197567726,-0.684950437,-0.403326714,2.523662101,0.317762009,0
3.30871524,1.802148766,0.319789995,-4.130858714,1.202188405,1.877087588,0.205781192,-0.498582695,1
-1.005515479,-0.416527909,-0.548399139,4.118254866,0.737213651,1.019949452,-2.721565708,3.253912553,1
-0.952021036,-2.973835347,0.267231951,1.61281138,-2.159454377,-5.016827875,-0.081935264,-1.815487663,0
-1.567841251,-1.811522546,-1.120812107,1.828810199,-1.809039739,-1.373795631,0.729164699,0.485211084,0
2.552629065,-0.913037688,0.461230494,-2.835130753,-0.020110503,2.942108673,3.889684189,1.25160032,0
-0.516783801,1.68698562,-1.048251164,-2.710288933,-0.501253781,1.470613834,2.130213391,-1.251176449,1
0.730695792,2.525774837,1.092102961,-6.510764281,-3.649620851,1.381178759,2.58368109,-1.47464454,1
-1.269582471,-2.091541011,-2.563953968,4.836682573,3.441303277,-0.308553444,0.188603225,0.444799564,1
0.812399812,2.527441673,-0.381879344,-5.351141043,-0.176474416,2.089470709,3.209558434,-2.350810088,1
2.322242753,-0.007816345,-0.451270531,-2.427230937,0.788245037,2.783218376,2.449347801,0.933807323,0
-1.581581356,-2.877962993,1.993862939,2.642948937,-1.415648214,-3.762778234,0.266383475,-0.961104622,0
1.62497181,2.424827056,0.680383738,-4.437479008,0.323119192,2.040945996,1.331544284,-1.24711831,1
0.096636748,-2.044595203,0.197749136,2.15886051,0.742971774,-0.312986331,0.571683015,0.962214229,0
0.364217375,-1.247102912,-0.579353833,1.174380708,1.332785814,-1.645139879,-0.189033895,-0.995578672,1
1.193086,-1.649346502,2.013698917,0.602874875,0.641493989,0.207135133,0.903208165,0.871930718,0
2.460727772,1.459508974,-0.801909204,-2.191999261,1.961199543,3.361811516,0.455321028,1.118644449,0
-2.055239339,-1.029314861,1.658940303,4.07153794,-0.048025983,-0.987875054,-1.873737192,1.386744813,1
0.977355618,-0.002516602,-1.627885939,-0.172934269,2.80076038,1.375106658,1.344847934,-0.467626533,0
1.189396741,-2.060453005,0.274912711,1.851873983,2.094102215,-0.992050063,-0.008217525,0.055114279,1
-0.115384013,-1.494870607,0.827707998,3.606441443,1.093357983,0.301405642,-1.542465245,2.477000143,1
-0.704393778,-0.227793759,-0.729869586,-0.308484309,-0.401280928,4.585538599,4.119326442,2.671277407,0
-1.229284388,-1.933934286,0.658813975,1.37110318,-1.868305896,-1.673094184,0.933013356,0.120774889,0
1.932263332,-1.273246804,-1.652299288,1.049826019,0.816398526,-0.249131565,-1.45760694,1.513958852,1
-0.728682743,-1.329794326,-1.274519107,0.399711247,-0.535443623,1.701136153,3.298817691,1.142236149,0
1.308362094,-2.860757526,1.505791121,3.773731593,4.175219206,-0.861484438,-0.237808719,0.391360014,1
2.295995877,0.516717396,-1.176671829,-2.452837183,1.122298287,2.747585309,1.798383982,0.7232602,0
0.589260082,-1.545148197,0.805593835,1.234636593,0.857397696,0.515252404,0.919532065,1.078408524,0
2.05535984,1.036917613,1.139975115,-3.700217166,-0.087022649,1.121277753,1.348077499,-0.833139241,1
-0.360225417,-1.5006709,-0.398506918,3.464151777,1.282062029,-0.128020839,-1.165043593,1.6966318,1
0.07216808,-0.860402518,-0.55808635,1.805013872,1.467767178,-0.354076609,-0.526126993,0.280065191,0
-0.562611334,-1.954566539,0.260823168,3.951998373,1.399169139,-2.133084724,-1.90250722,0.389533356,0
-1.501424113,-2.126140459,-0.834428734,3.571776992,2.006472488,-2.395652809,0.297671365,-1.398006739,1
1.773801116,-1.322031776,-0.628485706,-0.739516335,0.559638212,2.475510626,2.725917016,1.797089119,0
-0.915797707,-0.243867674,-0.627442835,1.071450413,0.163449095,3.236282013,2.04474531,2.442595093,0
0.873062766,0.927416265,-0.406668442,-1.140177513,0.840199984,-0.525554319,-0.934080405,-1.204044503,1
-2.192124443,-1.101090278,-0.527685194,5.05138781,2.045591298,2.233407621,0.079217123,2.964423094,1
-1.242434315,2.307357827,0.208055032,-2.646673244,0.259463634,1.933821864,2.609517322,-1.873822333,1
-1.789619198,-0.928504914,-0.106529105,1.763732452,-0.344888233,3.05176585,2.96714972,2.512120419,0
0.323161325,0.967923318,-0.786806657,-2.985087293,-0.014016283,0.188431583,2.188085431,-2.267236752,1
0.256460475,-1.2951367,-2.454973541,1.752696828,1.09888759,-1.047365179,-0.558223685,0.064554399,0
1.058220097,4.235768187,-0.05324257,-4.559604762,1.532041314,3.194321767,0.501695099,-1.514937148,1
0.253341765,-0.013564832,0.375169014,1.838574573,2.36046116,2.403804922,-0.152826243,1.94500094,0
-0.847804322,-0.985561949,-0.261300111,0.615573923,-0.719475682,1.5203397,2.364698043,1.331074597,0
-2.491864671,-0.192998483,0.000720907,6.813719734,1.800943196,3.983861727,-2.642417776,6.036792893,1
-3.418759994,0.018036959,-1.17324569,5.715538808,1.583522312,2.626742634,-1.196202787,3.472284929,1
1.664771008,-0.807444403,0.41971082,-0.78118399,0.37893954,0.803495872,0.993693657,0.711662791,0
-0.107712294,-1.340427894,-1.015628255,2.689740637,1.165611668,-1.82060978,-1.721742334,0.061826116,1
-1.092651977,-0.217751385,2.321003996,3.462170187,0.203359517,1.348684775,-2.145684717,3.223539189,1
0.660494488,-0.402543062,0.030747583,1.258498402,1.833648578,2.029656837,0.279830061,1.754904597,0
0.885190655,-0.537973256,-0.674290293,0.951033929,1.61177439,2.164467656,0.601595676,1.871767401,0
0.634156779,-1.597600418,-0.774301422,1.508371794,0.78655992,0.28527661,0.400336565,1.254363953,0
-1.545223922,-2.215077554,-0.178983441,2.070112021,-1.712493418,-2.138092205,0.662159741,0.034590992,0
-0.487648463,-1.368317071,1.054777814,0.946658161,1.071582151,-0.013241885,2.208735135,-0.560035495,1
-0.732299175,-2.034434147,-0.44737325,0.702329112,-2.811708921,-3.940106556,-0.431419141,-1.070976805,0
0.29564747,-1.865851324,0.825954156,3.364435398,1.493213768,1.252770612,-0.336755838,2.883285086,1
-2.376221863,-0.665698767,0.226505352,5.194224962,2.492097827,-0.886665964,-2.161628134,0.480921789,0
-1.040493481,-1.638599527,-1.754788742,4.239709471,1.872854453,-1.366221333,-1.521008874,0.547439204,0
